company_name,website,description,icp_fit,fit_reasoning,employee_count,type
Bolton Premier Hotels 4,https://www.boltonpremierhotels4.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 323 employees. Medium alignment to target ICP for hotel operators and RE.,428,hospitality_re
Bolton RE Partners 2,https://www.boltonrepartners2.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 252 employees. Medium alignment to target ICP for hotel operators and RE.,79,hotel_operator
Bolton RE Partners 3,https://www.boltonrepartners3.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 489 employees. Medium alignment to target ICP for hotel operators and RE.,191,hospitality_re
Bury Boutique Stays 1,https://www.buryboutiquestays1.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 342 employees. Medium alignment to target ICP for hotel operators and RE.,597,hospitality_re
Bury Boutique Stays 2,https://www.buryboutiquestays2.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 398 employees. Medium alignment to target ICP for hotel operators and RE.,963,hotel_operator
Bury Boutique Stays 4,https://www.buryboutiquestays4.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 307 employees. Medium alignment to target ICP for hotel operators and RE.,1100,hospitality_re
Bury Boutique Stays 5,https://www.buryboutiquestays5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 290 employees. Medium alignment to target ICP for hotel operators and RE.,994,hotel_operator
Bury Event Venues 2,https://www.buryeventvenues2.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 319 employees. Medium alignment to target ICP for hotel operators and RE.,1188,hotel_operator
Bury Event Venues 4,https://www.buryeventvenues4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 499 employees. Medium alignment to target ICP for hotel operators and RE.,1175,hospitality_re
Bury Hospitality Ltd 3,https://www.buryhospitalityltd3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 455 employees. Medium alignment to target ICP for hotel operators and RE.,692,hotel_operator
Bury Hospitality Ltd 4,https://www.buryhospitalityltd4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 308 employees. Medium alignment to target ICP for hotel operators and RE.,295,hospitality_re
Bury Hotel Group 1,https://www.buryhotelgroup1.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 375 employees. Medium alignment to target ICP for hotel operators and RE.,753,hotel_operator
Bury Hotel Group 3,https://www.buryhotelgroup3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 286 employees. Medium alignment to target ICP for hotel operators and RE.,945,hotel_operator
Bury Inn Collection 4,https://www.buryinncollection4.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 445 employees. Medium alignment to target ICP for hotel operators and RE.,420,hotel_operator
Bury Property Holdings 1,https://www.burypropertyholdings1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 76 employees. Medium alignment to target ICP for hotel operators and RE.,363,hospitality_re
Bury Property Holdings 4,https://www.burypropertyholdings4.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 437 employees. Medium alignment to target ICP for hotel operators and RE.,1120,hotel_operator
Bury RE Partners 5,https://www.buryrepartners5.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 299 employees. Medium alignment to target ICP for hotel operators and RE.,1120,hotel_operator
Greater Manchester Boutique Stays 5,https://www.greatermanchesterboutiquestays5.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 323 employees. Medium alignment to target ICP for hotel operators and RE.,1057,hospitality_re
Greater Manchester Corporate Housing 5,https://www.greatermanchestercorporatehousing5.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 180 employees. Medium alignment to target ICP for hotel operators and RE.,384,hotel_operator
Greater Manchester Event Venues 1,https://www.greatermanchestereventvenues1.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 145 employees. Medium alignment to target ICP for hotel operators and RE.,769,hospitality_re
Greater Manchester Event Venues 2,https://www.greatermanchestereventvenues2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 142 employees. Medium alignment to target ICP for hotel operators and RE.,1146,hotel_operator
Greater Manchester Event Venues 4,https://www.greatermanchestereventvenues4.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 211 employees. Medium alignment to target ICP for hotel operators and RE.,306,hotel_operator
Greater Manchester Event Venues 5,https://www.greatermanchestereventvenues5.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 370 employees. Medium alignment to target ICP for hotel operators and RE.,934,hotel_operator
Greater Manchester Hospitality Ltd 3,https://www.greatermanchesterhospitalityltd3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 278 employees. Medium alignment to target ICP for hotel operators and RE.,892,hotel_operator
Greater Manchester Hotel Group 4,https://www.greatermanchesterhotelgroup4.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 185 employees. Medium alignment to target ICP for hotel operators and RE.,771,hotel_operator
Greater Manchester Inn Collection 1,https://www.greatermanchesterinncollection1.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 375 employees. Medium alignment to target ICP for hotel operators and RE.,767,hotel_operator
Greater Manchester Inn Collection 2,https://www.greatermanchesterinncollection2.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 159 employees. Medium alignment to target ICP for hotel operators and RE.,841,hotel_operator
Greater Manchester Inn Collection 5,https://www.greatermanchesterinncollection5.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 441 employees. Medium alignment to target ICP for hotel operators and RE.,571,hotel_operator
Greater Manchester Leisure Operators 2,https://www.greatermanchesterleisureoperators2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 128 employees. Medium alignment to target ICP for hotel operators and RE.,817,hospitality_re
Greater Manchester Leisure Operators 3,https://www.greatermanchesterleisureoperators3.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 152 employees. Medium alignment to target ICP for hotel operators and RE.,290,hospitality_re
Greater Manchester Leisure Operators 5,https://www.greatermanchesterleisureoperators5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 422 employees. Medium alignment to target ICP for hotel operators and RE.,379,hospitality_re
Greater Manchester Premier Hotels 1,https://www.greatermanchesterpremierhotels1.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 359 employees. Medium alignment to target ICP for hotel operators and RE.,561,hotel_operator
Greater Manchester Premier Hotels 3,https://www.greatermanchesterpremierhotels3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 335 employees. Medium alignment to target ICP for hotel operators and RE.,768,hotel_operator
Greater Manchester Premier Hotels 5,https://www.greatermanchesterpremierhotels5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 193 employees. Medium alignment to target ICP for hotel operators and RE.,263,hotel_operator
Manchester Corporate Housing 1,https://www.manchestercorporatehousing1.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 479 employees. Medium alignment to target ICP for hotel operators and RE.,1009,hotel_operator
Manchester Event Venues 2,https://www.manchestereventvenues2.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 332 employees. Medium alignment to target ICP for hotel operators and RE.,48,hospitality_re
Manchester Event Venues 3,https://www.manchestereventvenues3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 224 employees. Medium alignment to target ICP for hotel operators and RE.,397,hotel_operator
Manchester Event Venues 5,https://www.manchestereventvenues5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 377 employees. Medium alignment to target ICP for hotel operators and RE.,496,hotel_operator
Manchester Hospitality Ltd 2,https://www.manchesterhospitalityltd2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 305 employees. Medium alignment to target ICP for hotel operators and RE.,228,hotel_operator
Manchester Hospitality Ltd 4,https://www.manchesterhospitalityltd4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 397 employees. Medium alignment to target ICP for hotel operators and RE.,347,hotel_operator
Manchester Hotel Group 1,https://www.manchesterhotelgroup1.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 58 employees. Medium alignment to target ICP for hotel operators and RE.,274,hotel_operator
Manchester Hotel Group 5,https://www.manchesterhotelgroup5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 167 employees. Medium alignment to target ICP for hotel operators and RE.,202,hospitality_re
Manchester Inn Collection 2,https://www.manchesterinncollection2.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 437 employees. Medium alignment to target ICP for hotel operators and RE.,195,hotel_operator
Manchester Leisure Operators 1,https://www.manchesterleisureoperators1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 99 employees. Medium alignment to target ICP for hotel operators and RE.,452,hotel_operator
Manchester Leisure Operators 3,https://www.manchesterleisureoperators3.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 175 employees. Medium alignment to target ICP for hotel operators and RE.,1107,hospitality_re
Manchester Leisure Operators 4,https://www.manchesterleisureoperators4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 394 employees. Medium alignment to target ICP for hotel operators and RE.,983,hospitality_re
Manchester Premier Hotels 1,https://www.manchesterpremierhotels1.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 170 employees. Medium alignment to target ICP for hotel operators and RE.,810,hotel_operator
Manchester Premier Hotels 4,https://www.manchesterpremierhotels4.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 199 employees. Medium alignment to target ICP for hotel operators and RE.,86,hotel_operator
Manchester Property Holdings 1,https://www.manchesterpropertyholdings1.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 392 employees. Medium alignment to target ICP for hotel operators and RE.,1014,hotel_operator
Manchester Property Holdings 2,https://www.manchesterpropertyholdings2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 102 employees. Medium alignment to target ICP for hotel operators and RE.,744,hospitality_re
Manchester Property Holdings 4,https://www.manchesterpropertyholdings4.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 342 employees. Medium alignment to target ICP for hotel operators and RE.,817,hotel_operator
Old Trafford Boutique Stays 2,https://www.oldtraffordboutiquestays2.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 396 employees. Medium alignment to target ICP for hotel operators and RE.,1097,hospitality_re
Old Trafford Corporate Housing 5,https://www.oldtraffordcorporatehousing5.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 390 employees. Medium alignment to target ICP for hotel operators and RE.,379,hospitality_re
Old Trafford Event Venues 5,https://www.oldtraffordeventvenues5.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 69 employees. Medium alignment to target ICP for hotel operators and RE.,830,hospitality_re
Old Trafford Hospitality Ltd 2,https://www.oldtraffordhospitalityltd2.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 443 employees. Medium alignment to target ICP for hotel operators and RE.,33,hotel_operator
Old Trafford Hotel Group 1,https://www.oldtraffordhotelgroup1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 140 employees. Medium alignment to target ICP for hotel operators and RE.,1080,hospitality_re
Old Trafford Hotel Group 5,https://www.oldtraffordhotelgroup5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 208 employees. Medium alignment to target ICP for hotel operators and RE.,1169,hotel_operator
Old Trafford Inn Collection 2,https://www.oldtraffordinncollection2.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 439 employees. Medium alignment to target ICP for hotel operators and RE.,824,hospitality_re
Old Trafford Leisure Operators 3,https://www.oldtraffordleisureoperators3.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 67 employees. Medium alignment to target ICP for hotel operators and RE.,523,hospitality_re
Old Trafford Leisure Operators 5,https://www.oldtraffordleisureoperators5.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 388 employees. Medium alignment to target ICP for hotel operators and RE.,1084,hospitality_re
Old Trafford Premier Hotels 4,https://www.oldtraffordpremierhotels4.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 78 employees. Medium alignment to target ICP for hotel operators and RE.,216,hospitality_re
Old Trafford RE Partners 4,https://www.oldtraffordrepartners4.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 245 employees. Medium alignment to target ICP for hotel operators and RE.,978,hospitality_re
Rochdale Boutique Stays 2,https://www.rochdaleboutiquestays2.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 280 employees. Medium alignment to target ICP for hotel operators and RE.,550,hotel_operator
Rochdale Boutique Stays 5,https://www.rochdaleboutiquestays5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 413 employees. Medium alignment to target ICP for hotel operators and RE.,874,hospitality_re
Rochdale Corporate Housing 2,https://www.rochdalecorporatehousing2.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 224 employees. Medium alignment to target ICP for hotel operators and RE.,764,hotel_operator
Rochdale Hospitality Ltd 1,https://www.rochdalehospitalityltd1.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 277 employees. Medium alignment to target ICP for hotel operators and RE.,272,hospitality_re
Rochdale Hospitality Ltd 2,https://www.rochdalehospitalityltd2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 329 employees. Medium alignment to target ICP for hotel operators and RE.,297,hospitality_re
Rochdale Hospitality Ltd 5,https://www.rochdalehospitalityltd5.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 120 employees. Medium alignment to target ICP for hotel operators and RE.,705,hotel_operator
Rochdale Hotel Group 3,https://www.rochdalehotelgroup3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 354 employees. Medium alignment to target ICP for hotel operators and RE.,194,hotel_operator
Rochdale Inn Collection 3,https://www.rochdaleinncollection3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 382 employees. Medium alignment to target ICP for hotel operators and RE.,784,hospitality_re
Rochdale Leisure Operators 5,https://www.rochdaleleisureoperators5.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 334 employees. Medium alignment to target ICP for hotel operators and RE.,1117,hotel_operator
Rochdale Premier Hotels 1,https://www.rochdalepremierhotels1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 62 employees. Medium alignment to target ICP for hotel operators and RE.,960,hospitality_re
Rochdale Premier Hotels 2,https://www.rochdalepremierhotels2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 197 employees. Medium alignment to target ICP for hotel operators and RE.,116,hospitality_re
Rochdale Premier Hotels 3,https://www.rochdalepremierhotels3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 228 employees. Medium alignment to target ICP for hotel operators and RE.,821,hospitality_re
Rochdale Premier Hotels 4,https://www.rochdalepremierhotels4.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 248 employees. Medium alignment to target ICP for hotel operators and RE.,517,hospitality_re
Rochdale Property Holdings 3,https://www.rochdalepropertyholdings3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 206 employees. Medium alignment to target ICP for hotel operators and RE.,534,hotel_operator
Rochdale Property Holdings 4,https://www.rochdalepropertyholdings4.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 214 employees. Medium alignment to target ICP for hotel operators and RE.,785,hospitality_re
Rochdale RE Partners 2,https://www.rochdalerepartners2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 327 employees. Medium alignment to target ICP for hotel operators and RE.,434,hotel_operator
Salford Boutique Stays 5,https://www.salfordboutiquestays5.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 151 employees. Medium alignment to target ICP for hotel operators and RE.,687,hotel_operator
Salford Corporate Housing 4,https://www.salfordcorporatehousing4.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 363 employees. Medium alignment to target ICP for hotel operators and RE.,599,hospitality_re
Salford Event Venues 2,https://www.salfordeventvenues2.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 359 employees. Medium alignment to target ICP for hotel operators and RE.,694,hospitality_re
Salford Event Venues 5,https://www.salfordeventvenues5.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 73 employees. Medium alignment to target ICP for hotel operators and RE.,99,hotel_operator
Salford Hospitality Ltd 1,https://www.salfordhospitalityltd1.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 266 employees. Medium alignment to target ICP for hotel operators and RE.,861,hospitality_re
Salford Hospitality Ltd 3,https://www.salfordhospitalityltd3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 354 employees. Medium alignment to target ICP for hotel operators and RE.,832,hospitality_re
Salford Hospitality Ltd 5,https://www.salfordhospitalityltd5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 174 employees. Medium alignment to target ICP for hotel operators and RE.,228,hospitality_re
Salford Hotel Group 1,https://www.salfordhotelgroup1.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 291 employees. Medium alignment to target ICP for hotel operators and RE.,225,hotel_operator
Salford Hotel Group 5,https://www.salfordhotelgroup5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 336 employees. Medium alignment to target ICP for hotel operators and RE.,949,hotel_operator
Salford Inn Collection 2,https://www.salfordinncollection2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 408 employees. Medium alignment to target ICP for hotel operators and RE.,203,hotel_operator
Salford Inn Collection 3,https://www.salfordinncollection3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 78 employees. Medium alignment to target ICP for hotel operators and RE.,469,hospitality_re
Salford Inn Collection 5,https://www.salfordinncollection5.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 143 employees. Medium alignment to target ICP for hotel operators and RE.,590,hospitality_re
Salford Leisure Operators 5,https://www.salfordleisureoperators5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 321 employees. Medium alignment to target ICP for hotel operators and RE.,724,hospitality_re
Salford Premier Hotels 2,https://www.salfordpremierhotels2.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 262 employees. Medium alignment to target ICP for hotel operators and RE.,854,hospitality_re
Salford Property Holdings 1,https://www.salfordpropertyholdings1.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 471 employees. Medium alignment to target ICP for hotel operators and RE.,585,hotel_operator
Salford Property Holdings 3,https://www.salfordpropertyholdings3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 186 employees. Medium alignment to target ICP for hotel operators and RE.,829,hospitality_re
Salford RE Partners 5,https://www.salfordrepartners5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 142 employees. Medium alignment to target ICP for hotel operators and RE.,1043,hotel_operator
Stockport Corporate Housing 2,https://www.stockportcorporatehousing2.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 385 employees. Medium alignment to target ICP for hotel operators and RE.,1176,hotel_operator
Stockport Corporate Housing 3,https://www.stockportcorporatehousing3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 291 employees. Medium alignment to target ICP for hotel operators and RE.,519,hospitality_re
Stockport Corporate Housing 5,https://www.stockportcorporatehousing5.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 73 employees. Medium alignment to target ICP for hotel operators and RE.,356,hospitality_re
